StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Information Sheet,ID,Video Check,Identity items_1,Identity items_2,Identity items_3,Identity items_4,Identity items_5,Identity items_6,Identity items_7,Identity items_8,Identity items_9,Identity items_10,Identity items_11,Identity items_12,Identity Items_1,Identity Items_2,Identity Items_3,Identity Items_4,Identity Items_5,Identity Items_6,Identity Items_7,Identity Items_8,Identity Items_9,Identity Items_10,Identity Items_11,Identity Items_12,Identity Items_13,Immedi. Env._1,Immedi. Env._2,Immedi. Env._3,Immedi. Env._4,Immedi. Env._5,Immedi. Env._6,Immedi. Env._7,Immedi. Env._8,Immedi. Env._9,Immedi. Env._10,Prev. exp._1,Prev. exp._2,Prev. exp._3,Prev. exp._4,Prev. exp._5,Prev. exp._6,Prev. exp._7,Social Int._1,Social Int._2,Social Int._3,Social Int._4,Social Int._5,Social Int._6,Social Int._7,Social Int._8,Social Int._9,Social Int._10,Social Int._11,Social Int._12,Social Int._13,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q115_6,Q115_7,Q115_8,Q115_9,Q115_10,Q115_11,Q115_12
2024-05-15 07:48:36,2024-05-15 07:55:17,IP Address,*******,100,400,True,2024-05-15 07:55:17,R_501qDPY1xDDqXGI,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",65be552ceed6a0595fa1feb5,Yes,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
2024-05-15 07:48:41,2024-05-15 07:55:29,IP Address,*******,100,408,True,2024-05-15 07:55:30,R_1EXWI8fKuQcXQ1V,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",659886c6ff76317c84f88b70,Yes,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
2024-05-15 07:45:52,2024-05-15 07:58:49,IP Address,*******,100,777,True,2024-05-15 07:58:50,R_3j43bLbgNC9YfJL,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",611cf3bfe665176f184d6268,Yes,Agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Strongly disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
2024-05-15 07:53:02,2024-05-15 07:58:58,IP Address,*******,100,356,True,2024-05-15 07:58:59,R_8e9v5EdozAGkSml,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",602d2adcef81ce6b843da09b,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2024-05-15 07:46:53,2024-05-15 08:02:34,IP Address,*******,100,941,True,2024-05-15 08:02:35,R_1CesOd5kSC5Oi5N,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",6169982ceae3a5b9f9176e88,Yes,Agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Disagree,Disagree
2024-05-15 07:52:15,2024-05-15 08:12:59,IP Address,*******,100,1244,True,2024-05-15 08:13:00,R_5OVQMo8m8PseGPA,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",62d59a00893e27bff333ca0d,Yes,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree
2024-05-15 07:46:49,2024-05-15 08:13:10,IP Address,*******,100,1581,True,2024-05-15 08:13:11,R_1gTt5cSOj0OWz1Y,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",65e724a8faa4352879d98a20,Yes,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree
2024-05-15 07:48:40,2024-05-15 08:13:59,IP Address,*******,100,1518,True,2024-05-15 08:13:59,R_1f0zYYzAOcxhY8p,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",611cf4676874122c771e0c70,Yes,Strongly agree,Disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree
2024-05-16 06:34:17,2024-05-16 06:38:33,IP Address,*******,100,255,True,2024-05-16 06:38:33,R_2CIITzUxXzCrvCM,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",5d1f3c99608da700167a1391,Yes,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2024-05-16 06:35:14,2024-05-16 06:38:44,IP Address,*******,100,209,True,2024-05-16 06:38:44,R_847vgIIM8yd0tey,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",65325205f2a74e2adb325437,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
2024-05-16 06:35:48,2024-05-16 06:39:10,IP Address,*******,100,201,True,2024-05-16 06:39:10,R_8N5708DPFDRCZzj,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",61238ae128da0cdc3fe7a9b6,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2024-05-16 06:34:42,2024-05-16 06:39:59,IP Address,*******,100,317,True,2024-05-16 06:40:00,R_2d5rvSUkzasVHCF,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",65df390a09c7b2cf20309353,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree
2024-05-16 06:33:57,2024-05-16 06:40:12,IP Address,*******,100,375,True,2024-05-16 06:40:13,R_4NUb9tSllrJq7ct,*******,*******,*******,*******,*******,*******,anonymous,EN,"I confirm that I have read and understood the above statements, and agree to participate in the study",6595d9e9a3a869ba4d351477,Yes,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree
